term,beverage_type,category,job_id,item_id,row_index,source_id,status,attempt_count,last_error,result_json,reported_at,completed_at
Hopstand,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Hopstand,119,Hopstand,completed,1,,"{""how_to_apply"":""Use hopstand to describe the post-boil steep that extracts saturated hop aroma and softer flavor while limiting additional bitterness, especially in IPA production and sensory evaluation. In buying, merchandising, or exam settings, the term signals a process choice associated with elevated late-hop expression and a rounder bitterness profile than a comparable kettle-hop schedule.""}",2026-03-07T07:46:49+00:00,2026-03-07T07:46:53+00:00
Hydrometer,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Hydrometer,120,Hydrometer,completed,1,,"{""how_to_apply"":""In brewery production and sensory QA, a hydrometer is used to record original and final gravity so the brewer can calculate attenuation, alcohol, and whether a site-specific barley or water profile is yielding the intended extract. In education or exam use, the term is applied with an understanding that readings must be corrected for sample temperature and residual CO2 before judging fermentation performance.""}",2026-03-07T07:46:55+00:00,2026-03-07T07:46:56+00:00
Ibu,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Ibu,121,Ibu,completed,1,,"{""how_to_apply"":""Use IBU to position a beer’s bitterness in relation to style, hop load, and residual malt, especially when drafting assortments or explaining why two similarly pale beers will drink very differently. In production and education, apply the figure as a laboratory-backed bitterness benchmark rather than a direct predictor of perceived sharpness, since hopping method, gravity, and balance all affect how the number presents in the glass.""}",2026-03-07T07:46:59+00:00,2026-03-07T07:47:01+00:00
Infusion,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Infusion,122,Infusion,completed,1,,"{""how_to_apply"":""Use infusion to specify a mash method in which the grist is brought to its rest temperatures by adding hot liquor rather than by decoction or direct heating. In brewing specs, education, and exam settings, that callout helps frame expected fermentability, body development, and process simplicity.""}",2026-03-07T07:47:00+00:00,2026-03-07T07:47:02+00:00
Isomerization,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Isomerization,123,Isomerization,completed,1,,"{""how_to_apply"":""In brewing, use isomerization to explain how kettle time and wort conditions convert hop alpha acids into the compounds that deliver measured bitterness, then calibrate hop additions against the target IBU and flavor balance. In education or exams, apply the term when distinguishing bitterness generated during the boil from late-hop aroma techniques that contribute far less iso-alpha acid formation.""}",2026-03-07T07:47:03+00:00,2026-03-07T07:47:04+00:00
Kolsch,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Kolsch,124,Kolsch,completed,1,,"{""how_to_apply"":""Apply Kolsch to denote beer tied to Cologne’s origin and brewing tradition: in buying specs, use it for beers brewed in or deliberately modeled on the pale, delicately hopped, top-fermented style associated with Koln, and in tasting or exam work use it as a benchmark for subtle fruit, soft minerality, and a crisp, dry finish rather than generic blonde-ale character.""}",2026-03-07T07:47:09+00:00,2026-03-07T07:47:12+00:00
Krausen,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Krausen,125,Krausen,completed,1,,"{""how_to_apply"":""In brewery production and technical training, krausen is applied as the visible foam cap at the top of actively fermenting beer, used to judge fermentation vigor and timing for steps such as tank sealing, harvesting, or kräusening. On exams or in cellar instruction, identifying where krausen forms distinguishes active fermentation from finished beer or a poured foam head.""}",2026-03-07T07:47:12+00:00,2026-03-07T07:47:15+00:00
Lactobacillus,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Lactobacillus,126,Lactobacillus,completed,1,,"{""how_to_apply"":""Use Lactobacillus to identify beers acidified by bacterial souring rather than Brett-driven funk or acetic sharpness, especially when assessing kettle sours, Berliner Weisse, or Gose. In production and exam contexts, the term signals expected lactic acidity, fermentation-management decisions, and the need to distinguish clean yogurt-like tang from spoilage or mixed-culture complexity.""}",2026-03-07T07:47:10+00:00,2026-03-07T07:47:11+00:00
Lambic,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Lambic,127,Lambic,completed,1,,"{""how_to_apply"":""Apply Lambic to identify spontaneously fermented Belgian wheat beer in lists, training, and buying specs, signaling to tasters and buyers an expectation of high acidity, earthy Brett-driven complexity, and possible vintage or cellar variation. In service and exam use, distinguish straight lambic from gueuze and fruit-lambic expressions so the term denotes the underlying style rather than any sour beer broadly.""}",2026-03-07T07:47:19+00:00,2026-03-07T07:47:21+00:00
Lager,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Lager,128,Lager,completed,1,,"{""how_to_apply"":""Apply lager as a production and merchandising designation when cold-fermented, cold-conditioned beers need to be separated from ale-led offerings. In tasting or exam use, the term signals a cleaner fermentation profile, allowing regional malt, hop, water, and sulfur expression to be assessed with less yeast-derived interference.""}",2026-03-07T07:47:20+00:00,2026-03-07T07:47:21+00:00
Lauter,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Lauter,129,Lauter,completed,1,,"{""how_to_apply"":""Use lauter to identify the brewhouse area where wort is drawn off the grain bed, especially when discussing runoff clarity, extract yield, or a stuck separation during production review. In brewery training or exams, apply the term when tracing mash-to-kettle workflow and pinpointing where separation efficiency is evaluated.""}",2026-03-07T07:47:23+00:00,2026-03-07T07:47:24+00:00
Lovibond,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Lovibond,130,Lovibond,completed,1,,"{""how_to_apply"":""Use Lovibond to specify the color contribution of base and specialty malts when building or purchasing a grist, then translate those inputs into the target hue range for the finished beer. In brewery training and style evaluation, it serves as a practical shorthand for whether the recipe is tracking toward the expected pale, amber, or dark visual profile.""}",2026-03-07T07:47:29+00:00,2026-03-07T07:47:30+00:00
Malt,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Malt,131,Malt,completed,1,,"{""how_to_apply"":""Apply malt when specifying the grain-derived character and fermentable base of a beer, whether assessing biscuit, toast, caramel, or roast notes in tasting or selecting a style-appropriate grist in production and purchasing. In education, exams, and merchandising, use the term to distinguish both malt type and its functional role in color, body, foam, and flavor development.""}",2026-03-07T07:47:30+00:00,2026-03-07T07:47:32+00:00
Mash,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Mash,132,Mash,completed,1,,"{""how_to_apply"":""In brewhouse evaluation, reference the mash when explaining how grist hydration, temperature rests, and local water chemistry shape fermentability, body, and extract yield. In buying or education, use it to distinguish beers whose regional raw materials and mash regime materially influence texture, attenuation, and overall site expression.""}",2026-03-07T07:47:29+00:00,2026-03-07T07:47:31+00:00
Mosaic,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Mosaic,133,Mosaic,completed,1,,"{""how_to_apply"":""Use Mosaic to identify a hop-led beer program or sensory profile when building recipes, writing tasting notes, or buying hop-forward SKUs; in practice it signals a cultivar chosen for dense tropical fruit, berry, citrus, and resin expression, especially in single-hop or Mosaic-dominant IPA releases.""}",2026-03-07T07:47:39+00:00,2026-03-07T07:47:39+00:00
Flocculation,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Flocculation,134,Flocculation,completed,1,,"{""how_to_apply"":""In brewery production and technical evaluation, flocculation is applied when selecting or troubleshooting yeast strains because it determines how readily cells aggregate and settle, shaping beer clarity, harvest timing, and the risk of premature yeast drop before full attenuation.""}",2026-03-07T07:47:38+00:00,2026-03-07T07:47:39+00:00
Attenuation,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Attenuation,135,Attenuation,completed,1,,"{""how_to_apply"":""Apply attenuation when assessing whether a beer finished as intended: higher attenuation signals a drier palate, lighter body, and often a sharper hop presentation, while lower attenuation preserves sweetness and fullness. Brewers, buyers, and exam candidates use the term to connect final gravity and yeast performance to style fit, drinkability, and batch consistency.""}",2026-03-07T07:47:38+00:00,2026-03-07T07:47:39+00:00
Pasteurization,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Pasteurization,136,Pasteurization,completed,1,,"{""how_to_apply"":""Apply pasteurization when evaluating packaged beer stability: identify whether a beer is flash- or tunnel-pasteurized to judge its shelf resilience, expected flavor durability, and whether buying and service should prioritize broad distribution readiness over cellar-style evolution.""}",2026-03-07T07:47:46+00:00,2026-03-07T07:47:46+00:00
Phenolic,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Phenolic,137,Phenolic,completed,1,,"{""how_to_apply"":""Apply phenolic when identifying clove, pepper, smoke, or medicinal notes in beer, then qualify whether the character is style-appropriate, fermentation-derived, ingredient-driven, or a fault from contamination or chlorophenol formation. In buying and staff training, use the term to separate desirable Belgian and wheat-beer spice from off-profile plastic or bandage tones that should trigger quality review.""}",2026-03-07T07:47:53+00:00,2026-03-07T07:47:57+00:00
Pilsner,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Pilsner,138,Pilsner,completed,1,,"{""how_to_apply"":""Apply Pilsner when a beer is brewed and assessed in the pale lager tradition for firm hop definition, high attenuation, and a distinctly crisp bitterness rather than simply a light color. In buying, service, and exam contexts, the term sets expectations for bright clarity, lean malt structure, noble-hop character, and a dry, snappy finish that separates it from generic lager.""}",2026-03-07T07:47:49+00:00,2026-03-07T07:47:50+00:00
Plato,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Plato,139,Plato,completed,1,,"{""how_to_apply"":""Use degrees Plato to specify wort extract before fermentation, which lets brewers, buyers, and exam candidates compare intended body, alcohol potential, and brand style targets with precision. In production and sensory training, Plato readings anchor discussions of original gravity, attenuation, and whether a beer is performing to specification.""}",2026-03-07T07:47:53+00:00,2026-03-07T07:47:55+00:00
Porter,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Porter,140,Porter,completed,1,,"{""how_to_apply"":""Apply porter when positioning a dark, malt-driven beer whose regional context informs expectation: English examples typically cue softer chocolate-and-nut roast, while Baltic or American versions may show cleaner lagered structure or more assertive roast and hops. In tasting, buying, and exam use, reserve the term for beers that present clear dark-malt depth yet stop short of stout-level roast weight and intensity.""}",2026-03-07T07:48:00+00:00,2026-03-07T07:48:01+00:00
Priming,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Priming,141,Priming,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:47:57+00:00
Reinheitsgebot,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Reinheitsgebot,142,Reinheitsgebot,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:47:58+00:00
Saaz,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Saaz,143,Saaz,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:47:58+00:00
Saison,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Saison,144,Saison,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:00+00:00
Sediment,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Sediment,145,Sediment,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:01+00:00
Simcoe,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Simcoe,146,Simcoe,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:02+00:00
Sparge,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Sparge,147,Sparge,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:02+00:00
Stout,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Stout,148,Stout,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:03+00:00
Tettnang,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Tettnang,149,Tettnang,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:04+00:00
Trappist,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Trappist,150,Trappist,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:04+00:00
Trub,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Trub,151,Trub,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:05+00:00
Whirlpool,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Whirlpool,152,Whirlpool,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:07+00:00
Witbier,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Witbier,153,Witbier,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:06+00:00
Wort,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Wort,154,Wort,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:07+00:00
Fermentor,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Fermentor,155,Fermentor,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:09+00:00
Absinthe,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Absinthe,156,Absinthe,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:08+00:00
Aguardiente,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Aguardiente,157,Aguardiente,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:10+00:00
Agricole,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Agricole,158,Agricole,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:10+00:00
Alambic,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Alambic,159,Alambic,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:11+00:00
Aquavit,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Aquavit,160,Aquavit,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:11+00:00
Arak,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Arak,161,Arak,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:11+00:00
Armagnac,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Armagnac,162,Armagnac,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:12+00:00
Azeotrope,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Azeotrope,163,Azeotrope,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:13+00:00
Backset,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Backset,164,Backset,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:13+00:00
Batching,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Batching,165,Batching,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:14+00:00
Bottling,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Bottling,166,Bottling,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:23+00:00
Brandy,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Brandy,167,Brandy,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:23+00:00
Calvados,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Calvados,168,Calvados,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:24+00:00
Cachaca,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Cachaca,169,Cachaca,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:35+00:00
Charcoal,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Charcoal,170,Charcoal,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:33+00:00
Congeners,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Congeners,171,Congeners,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:34+00:00
Curacao,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Curacao,172,Curacao,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:35+00:00
Demerara,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Demerara,173,Demerara,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:36+00:00
Distillate,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Distillate,174,Distillate,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:36+00:00
Distillation,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Distillation,175,Distillation,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:37+00:00
Dunder,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Dunder,176,Dunder,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:38+00:00
EauDeVie,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,EauDeVie,177,EauDeVie,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:38+00:00
Evaporation,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Evaporation,178,Evaporation,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:39+00:00
Feints,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Feints,179,Feints,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:39+00:00
Fusel,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Fusel,180,Fusel,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:40+00:00
Gin,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Gin,181,Gin,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:40+00:00
Grappa,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Grappa,182,Grappa,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:41+00:00
Heads,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Heads,183,Heads,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:41+00:00
Hearts,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Hearts,184,Hearts,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:42+00:00
Highproof,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Highproof,185,Highproof,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:43+00:00
Juniper,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Juniper,186,Juniper,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:43+00:00
Kirsch,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Kirsch,187,Kirsch,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:44+00:00
Liqueur,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Liqueur,188,Liqueur,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:45+00:00
Macerate,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Macerate,189,Macerate,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:45+00:00
Maturation,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Maturation,190,Maturation,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:45+00:00
Mezcal,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Mezcal,191,Mezcal,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:47+00:00
Moonshine,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Moonshine,192,Moonshine,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:47+00:00
Nosing,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Nosing,193,Nosing,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:47+00:00
Overproof,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Overproof,194,Overproof,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:49+00:00
Peated,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Peated,195,Peated,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:49+00:00
Potstill,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Potstill,196,Potstill,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:49+00:00
Proofing,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Proofing,197,Proofing,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:51+00:00
Rectification,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Rectification,198,Rectification,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:51+00:00
Rhum,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Rhum,199,Rhum,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:48:51+00:00
Rye,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Rye,200,Rye,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:00+00:00
Solera,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Solera,201,Solera,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:01+00:00
Sourmash,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Sourmash,202,Sourmash,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:01+00:00
Stillage,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Stillage,203,Stillage,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:10+00:00
Stripping,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Stripping,204,Stripping,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:11+00:00
Sugarcane,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Sugarcane,205,Sugarcane,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:10+00:00
Tails,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Tails,206,Tails,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:20+00:00
Tequila,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Tequila,207,Tequila,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:20+00:00
Tincture,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Tincture,208,Tincture,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:20+00:00
Vermouth,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Vermouth,209,Vermouth,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:29+00:00
Washback,spirits,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Washback,210,Washback,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:30+00:00
Whiskey,spirits,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Whiskey,211,Whiskey,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:30+00:00
Wormtub,spirits,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Wormtub,212,Wormtub,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:34+00:00
Newmake,spirits,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Newmake,213,Newmake,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:34+00:00
Arabica,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Arabica,214,Arabica,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:36+00:00
Robusta,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Robusta,215,Robusta,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:36+00:00
Typica,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Typica,216,Typica,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:36+00:00
Caturra,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Caturra,217,Caturra,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:38+00:00
Catuai,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Catuai,218,Catuai,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:38+00:00
Pacamara,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Pacamara,219,Pacamara,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:38+00:00
Geisha,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Geisha,220,Geisha,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:40+00:00
Liberica,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Liberica,221,Liberica,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:40+00:00
Excelsa,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Excelsa,222,Excelsa,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:41+00:00
Catimor,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Catimor,223,Catimor,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:42+00:00
Maragogipe,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Maragogipe,224,Maragogipe,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:42+00:00
MundoNovo,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,MundoNovo,225,MundoNovo,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:42+00:00
Bourbon,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Bourbon,226,Bourbon,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:44+00:00
Heirloom,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Heirloom,227,Heirloom,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:44+00:00
Natural,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Natural,228,Natural,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:45+00:00
Washed,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Washed,229,Washed,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:46+00:00
Honey,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Honey,230,Honey,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:47+00:00
Anaerobic,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Anaerobic,231,Anaerobic,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:46+00:00
Pulping,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Pulping,232,Pulping,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:48+00:00
Mucilage,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Mucilage,233,Mucilage,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:49+00:00
Demucilage,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Demucilage,234,Demucilage,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:49+00:00
Drymill,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Drymill,235,Drymill,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:50+00:00
Wetmill,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Wetmill,236,Wetmill,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:51+00:00
Defect,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Defect,237,Defect,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:51+00:00
Screening,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Screening,238,Screening,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:52+00:00
